VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
D2FbgK_kkE8,121,151,588702,unverified,81,Slovene,Ženska z nožem razreže ananas.
BIqVvRh_cEY,143,149,588702,unverified,44,Slovene,Fant teče po dvorani.
GWQTAe64m-0,91,94,588702,unverified,59,Slovene,Moški fotografira žensko ki mu pozira.
TwQzFqBqgeA,0,10,588702,unverified,101,Slovene,Moški sedi na plaži in gleda kopalce v vodi.
qPXynwa_2iM,15,25,588702,unverified,46,Slovene,Pes teče po potoku.
QsKIlhn6if8,39,49,588702,unverified,49,Slovene,Moški pleše na dvorišču.
d_BWuttLRFM,42,52,588702,unverified,41,Slovene,Fantek igra na flavto na odru.
Lw0eGsYxElA,11,14,588702,unverified,38,Slovene,Moški prelomi palico z rokami.
WTf5EgVY5uU,58,76,588702,unverified,50,Slovene,Ženska naseklja česen z nožem.
PHDmVhShE80,78,82,588702,unverified,45,Slovene,Ženska ubije jajce v skledo.
HZqscSWtHmo,24,34,588702,unverified,44,Slovene,Moški poje pred mikrofonom.
98shpdib9sg,55,62,588702,unverified,45,Slovene,Fant miga z rameni.
iuqVpMdb1NM,35,43,588702,unverified,35,Slovene,Ženska prepogne list papirja.
F44bLc6t7-I,1,8,588702,unverified,57,Slovene,Moški postreže hrano otrokom v restavraciji.
QGgJlHi3tjw,1,15,588702,unverified,255,Slovene,Moški govori na govorniškem odru.
e-j59PqJjSM,264,277,588702,unverified,40,Slovene,Moški nareže paradižnik.
W8l_ezoU8Lc,55,70,588702,unverified,49,Slovene,Moški igra na električno kitaro.
2YhDTpzxd3c,149,154,588702,unverified,39,Slovene,Ženska hrani moškega z rokami.
uH8ObB_dyOk,159,166,588702,unverified,42,Slovene,Ženski se z vozičkom sprehajata po trgovini.
qNjeEx92rTA,281,299,588702,unverified,58,Slovene,Nekdo meša čokoladno zmes v posodi.
QHkvBU8diwU,1,18,588702,unverified,42,Slovene,Moški igra na kitaro.
7_XASfcYdBk,3,13,588702,unverified,40,Slovene,Moški igra na kitaro.
RWWvWFeE6_Q,2,26,675312,unverified,41,Russian,Парень толкает машину вперед.
hNOzHvsEmg4,31,36,588702,unverified,55,Slovene,Vratar ubrani strel na gol.
ArEWo8pERFc,17,21,588702,unverified,47,Slovene,Ženska se vleže v posteljo in zaspi.
WTf5EgVY5uU,66,75,588702,unverified,56,Slovene,Ženska z nožem naseklja česen.
VZ6H73nH7xs,27,33,588702,unverified,70,Slovene,Animiran moški se ziba na trapezu.
kNHivduxQWg,0,14,588702,unverified,57,Slovene,Morska prašička jesta zelenjavo.
qeKX-N1nKiM,68,72,588702,unverified,37,Slovene,Ženska z nožem nareže krompir na rezine.
9Wr48VFhZH8,45,50,588702,unverified,43,Slovene,Tiger napade moškega.
n_Z0-giaspE,270,278,649387,unverified,85,Portuguese,Um homem salta de paraquedas de um helicóptero.
_KMoC6ZdeXs,10,16,588702,unverified,32,Slovene,Moški igra kitaro.
hJuqBDw_TT4,105,112,588702,unverified,38,Slovene,Ljudje plešejo na terasi.
6ERey_f0Qmw,20,25,588702,unverified,31,Slovene,Pes sedi in maha z repom.
9HTUcMjWB3g,134,138,713690,unverified,37,Estonian,Kokk hakib kurki.
De815YpTBic,41,48,588702,unverified,77,Slovene,Rdeč avto se pelje po cesti.
0hyZ__3YhZc,418,424,588702,unverified,41,Slovene,Moški vsuje začimbe na žlico.
kEGmZDpZ_RE,248,293,588702,unverified,89,Slovene,Nekdo z nožem drobno naseklja zelišča.
sJC7E06IBXI,49,59,588702,unverified,41,Slovene,Avto se pelje po cesti.
-FugkxLmGO4,5,16,588702,unverified,53,Slovene,Pes in pasji mladič stojita v kletki.
zfQOH4UGU_I,1,10,588702,unverified,58,Slovene,Pes laja s povitim vratom.
urNX3e1Wbc8,30,38,588702,unverified,70,Slovene,Pes se igra z električno metlo.
77iDIp40m9E,119,123,588702,unverified,61,Slovene,Mačka skoči iz grmovja na majhnega otroka.
kWLNZzuo3do,251,260,588702,unverified,105,Slovene,Ženska pobere ocvrte morske sadeže iz posode.
5W02895vT8c,460,470,588702,unverified,74,Slovene,Potniško letalo pristane v simulaciji.
vz71JKcpeUU,0,10,649387,unverified,113,Portuguese,Um avião está aterrisando.
LYSPQqUvNO0,43,57,588702,unverified,49,Slovene,Pes skoči v vodo in ujame ribo.
2YhDTpzxd3c,22,27,588702,unverified,56,Slovene,Moški teče po cesti in za njim pripelje tovornjak.
vuvpbeQak9Q,23,29,588702,unverified,51,Slovene,Ljudje se peljejo na vlakcu smrti.
4t5POXt2e68,5,11,649387,unverified,61,Portuguese,Um bebê dá gargalhadas em uma cama.
zYcY4mjLpxU,45,55,588702,unverified,53,Slovene,Majhna punčka se posipa z cvetovi rož.
zBrC1GmA0Qg,26,33,588702,unverified,891,Slovene,Mačka in pes se igrata.
hJFBXHtxKIc,317,322,588702,unverified,38,Slovene,Moški je špagete z vilico.
45AGQSbodbU,5,15,588702,unverified,76,Slovene,Opici podobna žival grize človeški prst.
KIEWo_xJ5nU,0,7,588702,unverified,123,Slovene,Nekdo pregleduje pandinega mladička.
6owu8Mow0_g,527,534,588702,unverified,40,Slovene,Moški ovohava pico.
nhm_APPwhWk,6,12,649387,unverified,79,Portuguese,Uma pessoa caindo de uma moto.
qvg9eM4Hmzk,1,9,588702,unverified,39,Slovene,Moški dviguje avto z rokami.
FA3OfhJK0mI,195,203,588702,unverified,38,Slovene,Moški se poljublja z žensko.
WpB4-eLyiBc,10,20,588702,unverified,42,Slovene,Moški poje in igra na kitaro.
9xVqwy_4pmQ,36,49,588702,unverified,69,Slovene,Moški zavrtinči trdo kuhano jajce.
hReROJQpSow,24,30,588702,unverified,54,Slovene,Majhen otrok se smeje.
MPuKVz3sjBA,1,12,649387,unverified,30,Portuguese,Um bebê está rindo em um sofá.
Ofr7FWbnPqU,1,11,588702,unverified,58,Slovene,Mačka se igra z kopirnim strojem.
1mIyMRPV8kg,9,17,675312,unverified,38,Russian,Собака играет в баскетбол с человеком и закидывает мяч.
xaPepCVepCg,35,46,588702,unverified,93,Slovene,Želva hodi po pesku.
ACOmKiJDkA4,67,74,588702,unverified,49,Slovene,Ženska s škarjami striže črno folijo.
93n_oYVCLpk,9,12,588702,unverified,51,Slovene,Fantek leži v blatni luži in udarja z roko po blatu.
eyBmG9ZZnLM,103,108,588702,unverified,30,Slovene,Ženska plava pod vodo.
F2Ny7rq9RKs,139,148,588702,unverified,166,Slovene,Nekdo začini surova jajca v krožniku.
tYh4iDFgmEE,10,14,588702,unverified,53,Slovene,Moški ugrizne v kos pice.
9QI8cgBSGo8,28,41,588702,unverified,52,Slovene,Ženska s kredo piše po tabli.
5OuYhq6Zl0g,0,10,588702,unverified,39,Slovene,Tri punce plešejo v sobi.
WTf5EgVY5uU,100,104,588702,unverified,50,Slovene,Ženska ubije jajce v posodico.
97JhYpoWxzY,0,4,588702,unverified,62,Slovene,Dojenček poskusi hrano in se skremži.
PiyoeFC31kE,9,27,588702,unverified,61,Slovene,Moški v stoje jaha na dveh konjih hkrati.
-wa0umYJVGg,271,276,588702,unverified,41,Slovene,Ženska nareže kos mesa na rezine.
OIjsSu_I4So,6,10,588702,unverified,31,Slovene,Avto se pelje po cesti.
zuYZ5kPatJE,78,116,588702,unverified,51,Slovene,Mačka z žogico podira lesene figurice.
WqwcWk1In_g,46,54,588702,unverified,32,Slovene,Krava pase seno.
lvFYUmDSOvU,34,38,588702,unverified,36,Slovene,Konj se valja po hrbtu na travniku.
3FnUTQMJVXI,31,36,588702,unverified,38,Slovene,Mlada mačka se igra z športnim copatom.
kquB3rIgfGk,537,544,588702,unverified,88,Slovene,Moški daje rezine kumare v vrč.
hSgGBHbJrmE,0,17,588702,unverified,58,Slovene,Zajec se igra z plišastim zajčkom na tleh.
io2dbV-Qbus,215,247,588702,unverified,73,Slovene,Nekdo vliva maso za palačinke na pekač.
QGJy1K91gP4,90,100,649387,unverified,38,Portuguese,Árvores balançam durante uma tempestade.
xxHx6s_DbUo,173,177,588702,unverified,38,Slovene,Moški z roko razbije več kupov opek.
2YhDTpzxd3c,98,101,588702,unverified,63,Slovene,Moški udarja drugega moškega z gorečim polenom.
1dA1RQgPN3c,72,82,588702,unverified,44,Slovene,Ženska riše masko na blago.
l_AVz90c4jQ,22,43,588702,unverified,70,Slovene,Nekdo z nožem razreže paradižnik.
27hs9W89FuI,0,10,588702,unverified,87,Slovene,Nogometaš poskuša obraniti strel in se zadane v golovo vratnico.
3Da8WdYYoOk,5,20,588702,unverified,55,Slovene,Policist poda poročilo pred novinarji.
xxHx6s_DbUo,121,128,588702,unverified,37,Slovene,Moškemu pelje avto čez roke.
74tRCYS_534,49,57,588702,unverified,69,Slovene,Ribič položi ujeto ribo na travo.
Els1Cclg_sk,4,15,588702,unverified,50,Slovene,Moški dvigne avto z rokami.
pFSoWsocv0g,8,17,588702,unverified,40,Slovene,Dva kužka se igrata na kavču.
IiTzJQE67FA,36,46,588702,unverified,59,Slovene,Igralci na odru igrajo predstavo.
ScdUht-pM6s,53,63,862064,unverified,30,Portuguese,Homem tempera frango
r2PM0om2El8,18,25,588702,unverified,53,Slovene,Dve ženski se sprehajata in pogovarjata.
W6_XuNhgtrM,2,5,588702,unverified,40,Slovene,Motorist skoči in pade v pesek.
klFyrnrUSck,87,100,649387,unverified,34,Portuguese,Uma mulher está fazendo fritura.
FOOM-wA2rOY,77,86,588702,unverified,50,Slovene,Moški napade žensko in jo podere na tla.
onW5hJXnI5s,126,133,588702,unverified,75,Slovene,Jahalec pade iz konja ko se ta spotakne pri skoku čez oviro.
v-9Gx0gJmfo,26,32,588702,unverified,38,Slovene,Ženska plava pod vodo.
uZEGu-TA2cU,42,58,588702,unverified,169,Slovene,Pasja maskota vozi kolo v videospotu.
hJFBXHtxKIc,118,123,588702,unverified,32,Slovene,Moški vlije olje v lonec.
6ZhKOK08tgM,45,49,588702,unverified,37,Slovene,Moški plešejo v lokalu.
jTaLGh_MKCM,5,20,588702,unverified,51,Slovene,Nogometaš govori v kamero.
hJuqBDw_TT4,14,25,588702,unverified,124,Slovene,Nekdo potegne žensko za nogo v vodo.
jvxUeT1Nlb8,100,115,510157,unverified,72,Chinese,將蛋液倒入鍋中煎，關掉火後拿起
PJnJMp2ZpbA,3,15,588702,unverified,68,Slovene,Dva fantka plešeta v parku.
pzq5fPfsPZg,51,57,588702,unverified,79,Slovene,Ženska objema fantka.
MMnnqzOoMF0,68,72,588702,unverified,35,Slovene,Otroci premikajo mize in klopi.
rnawC5C8gSI,82,90,588702,unverified,111,Slovene,Fant se z rolko skriva pred kamero.
FHwC2THZJfA,0,10,588702,unverified,56,Slovene,Žival podobna opici se guga na vrvi.
Kf8oZGHDTt4,4,13,588702,unverified,62,Slovene,Dva moška tečeta po obali.
bQJQGoJF7_k,162,169,588702,unverified,56,Slovene,Moški vlije tekočino po mesu v plastični vrečki.
PxygpGLKEps,410,420,588702,unverified,55,Slovene,Dve ženski pojeta in plešeta na odru.
vMoOpQQy6sI,22,55,588702,unverified,50,Slovene,Dve punci plešeta v sobi.
EjAoBKagWQA,132,145,588702,unverified,68,Slovene,"Dva robota, moški in ženska se poljubljata."
IhwPQL9dFYc,143,147,588702,unverified,27,Slovene,Ženska vlije olje v ponev.
BVy9SQI5R68,0,7,588702,unverified,71,Slovene,Dojenček leži in joka.
QVSt5USMkMg,43,50,588702,unverified,40,Slovene,Dve ženski hranita žival.
Sude_yGIbJI,18,67,588702,unverified,326,Slovene,"Fant si izbere karto, moški jo vrne v kup in pričara da pride sama ven iz kupa."
DLcuZ-HnHZc,0,10,588702,unverified,52,Slovene,Kenguru liže ženski roko.
fEsrO_poIUg,161,168,588702,unverified,58,Slovene,Moški vpne nož v primež.
YmXCfQm0_CA,50,57,588702,unverified,59,Slovene,Moška peljeta opremo v samokolnicah po gozdu.
_JVxurtGIhI,32,42,588702,unverified,42,Slovene,Ženska poje pred mikrofonom na odru.
xxHx6s_DbUo,202,207,588702,unverified,47,Slovene,Moški boksa v kebab.
z3v8BMNdDvo,1,13,588702,unverified,65,Slovene,Mačka se ujame in zavrti na stenski ventilator.
yd8jh9QYfEs,4,10,675312,unverified,36,Russian,Девушки выходят из такси.
cSDkshD2ME0,12,15,588702,unverified,49,Slovene,Moški s puško ustreli moškega na konju.
-_hbPLsZvvo,19,26,588702,unverified,36,Slovene,Ženska z nožem nareže kumaro.
-_hbPLsZvvo,19,25,862064,unverified,30,Portuguese,Homem corta um pepino às fatias.
seTkGZlEU64,81,110,510157,unverified,37,Chinese,將食材用刀切小塊
LacBy2NT3YQ,12,17,968828,unverified,121,German,Ein Nashorn geht um eine Ecke.
P2WM91LENgk,40,50,588702,unverified,42,Slovene,Moški poje in igra na kitaro.
f9Won2JpOEU,60,80,588702,unverified,51,Slovene,Mačka se umiva z jezikom in tačko.
IiTzJQE67FA,74,86,588702,unverified,48,Slovene,Glasbena skupina igra v videospotu.
g1Gldu1KS44,8,14,588702,unverified,39,Slovene,Slonček smuka listje z veje.
tIMDKdMnNYM,266,273,649387,unverified,60,Portuguese,Uma mulher passa maquiagem.
YmXCfQm0_CA,277,284,588702,unverified,35,Slovene,Kača se plazi med listjem.
J---aiyznGQ,0,6,588702,unverified,38,Slovene,Mačka igra na klaviature.
Kqb-mmkEWqU,1,5,862064,unverified,41,Portuguese,Rapaz chuta uma bola de futebol
_1vy2HIN60A,32,40,588702,unverified,65,Slovene,Žival zleze v vrečo.
JAFGw0WRHHU,108,116,588702,unverified,51,Slovene,Moški potreplja ležečo žensko.
JpjAgSvr42k,0,12,649387,unverified,87,Portuguese,Um bebê brinca com um animal de pelúcia.
_WRC7HXBJpU,395,401,588702,unverified,32,Slovene,Moški meša riž v ponvi.
GyIs9B3A1Z0,0,7,588702,unverified,62,Slovene,Ženska v bazenu prehiti moškega v plavanju.
4MjTb5A68VA,111,118,588702,unverified,118,Slovene,Ženska spušča zmaja na travniku.
G6w6kO8UPyg,31,41,588702,unverified,36,Slovene,Pes šofira avto.
TxzxPyfsSxY,0,10,588702,unverified,149,Slovene,Gepard lovi gazelo.
MWvCcwTw7Ac,154,181,588702,unverified,99,Slovene,Pes si prinese konzervo in jo odpre.
0lh_UWF9ZP4,82,87,588702,unverified,41,Slovene,Ženska vmeša začimbe in jajca v skledi.
idRc_KkInds,0,6,588702,unverified,60,Slovene,Ženska boža tigrovega mladiča v naročju.
VxM96IYzw0Q,2,15,588702,unverified,123,Slovene,Vojaško letalo preletava ljudi na mitingu.
MoqC84sXu88,47,59,588702,unverified,40,Slovene,Moški hodi po vrvi.
HDcIB1e9s5A,28,34,588702,unverified,42,Slovene,Moški in ženska plešeta v naravi.
NbOlG7THecM,25,34,588702,unverified,82,Slovene,Moški reže kos lesa na mizni žagi.
RJNBxdDQOw4,13,26,588702,unverified,69,Slovene,Mačka pije mleko iz krožnika.
8MVo7fje_oE,85,90,588702,unverified,38,Slovene,Moški vlije vodo v plastično posodo.
fgWFxFg7-GU,10,26,649387,unverified,110,Portuguese,Um homem sentado em um banco tocando violão.
_UqnTFs1BLc,23,27,588702,unverified,36,Slovene,Punčka pije iz kozarca.
nq4hG6qgyPs,240,251,649387,unverified,28,Portuguese,Um homem está cortando cebola.
cCmnN96zIeQ,14,24,588702,unverified,38,Slovene,Fant pleše na klopci.
xXlWsBhFvis,6,10,588702,unverified,37,Slovene,Debela ženska telovadi v dnevni sobi.
hWhKdXcqYeU,3,12,588702,unverified,84,Slovene,Fant stopi iz hiške na balkon.
b_BuSVZwq6M,1,9,332822,unverified,126,Indonesian,tangkapan yg menakjubkan
xPR0xFgCAZY,17,27,588702,unverified,56,Slovene,Ženska z nožem reže paradižnik na rezine.
rq2p5ML8-WI,63,69,588702,unverified,59,Slovene,Moški pripne ženski ogrlico okoli vratu.
PBHZtoygOYg,450,465,862064,unverified,48,Portuguese,Homem dispara espingarda enquanto deitado no chão.
XNV7hKVu-Xg,40,47,588702,unverified,48,Slovene,Fantki jahajo na konjih.
-t-ZWaJeH-o,0,15,588702,unverified,41,Slovene,Dve ženski pojeta karaoke.
xgIIcPSh4EU,0,6,588702,unverified,55,Slovene,Jahta se pelje po morju.
GY5Dl00LrEI,2,13,588702,unverified,40,Slovene,Ženska strelja s puško.
-uT_1VDvXok,8,15,588702,unverified,48,Slovene,Mladič nosoroga hodi za mamo.
ptHkvYrH9fY,2,10,588702,unverified,38,Slovene,Moški igra na piščalko.
Ted3imMggC0,48,58,588702,unverified,36,Slovene,Ženska si ureja pričesko.
hGmsx2P1qHw,95,100,588702,unverified,40,Slovene,Ljudje žanjejo žito.
K6xy6C-Hsa0,2,28,588702,unverified,100,Slovene,Nekdo z nožem hitro naseklja gobe.
2F9jX7u5nOg,83,97,675312,unverified,51,Russian,Девушка скачет на лошади по сельской дороге.
9eJPVpoOtOs,115,130,649387,unverified,98,Portuguese,Um homem está cortando uma batata.
PAm82v0AMFc,5,10,588702,unverified,40,Slovene,Ženska s konjem preskoči oviro.
4QdX5Q3qQsQ,38,44,588702,unverified,283,Slovene,Moški zunaj poje.
6t0BpjwYKco,179,183,588702,unverified,58,Slovene,Ženska nekaj nastrga v lonec.
6t0BpjwYKco,254,258,588702,unverified,33,Slovene,Ženska panira zrezek.
jcIrD7rNvTM,10,21,588702,unverified,80,Slovene,Pes hodi brez ene amputirane sprednje tace.
aeA-HN7BMdo,16,33,577463,unverified,80,Danish,En kvinde skærer grønsager
JIoiUNOXGaI,8,13,588702,unverified,45,Slovene,Ženska nese vrečo pločevink na hrbtu.
dP15zlyra3c,0,10,649387,unverified,30,Portuguese,Uma raposa anda pela neve.
VahnQw2gTQY,274,280,588702,unverified,37,Slovene,Moški z nožem nareže kruh na rezine.
dQmaVQZz7EE,1,18,588702,unverified,44,Slovene,Fantek igra kitaro na odru.
QA_JTtM1hKA,5,15,588702,unverified,48,Slovene,Moški igra na električno kitaro.
5U3xz9Ovmhk,99,105,588702,unverified,47,Slovene,Moški z nožem naseklja zelenjavo.
57C93mpt6Xo,358,368,588702,unverified,60,Slovene,Ženska si liči obraz.
Lz-2QTNp5O8,6,16,649387,unverified,35,Portuguese,Um jovem está tocando violão.
bkazguPsusc,74,85,588702,unverified,32,Slovene,Mačka se plazi pod kavčem.
wLUH7qA_6sA,90,115,588702,unverified,71,Slovene,Podmornica izstreli raketo ki zadane ladjo.
cWOPC2kt_IA,8,16,588702,unverified,88,Slovene,Ježu podobna žival hodi po tleh.
zYcY4mjLpxU,104,118,675312,unverified,55,Russian,"Женщина насыпает еду, дети кушают."
QklHhN8pQBE,0,10,588702,unverified,39,Slovene,Moški poje v mikrofon na odru.
gtIz1u8g1F0,3,13,588702,unverified,60,Slovene,Slonja družina se sprehaja po pesku.
nb12bAaKzvA,0,10,588702,unverified,55,Slovene,Opici podobna žival sedi na brisači in je hrano.
8PQiaurIiDM,143,151,588702,unverified,73,Slovene,Moški z mečem preseka škorenj.
8BL9qmFRbd4,6,13,588702,unverified,155,Slovene,Moški in ženska gresta do recepcije v hotelu.
cSDkshD2ME0,11,14,588702,unverified,41,Slovene,Moški ustreli moškega na konju.
D1tTBncIsm8,725,740,588702,unverified,72,Slovene,Žoga podere stojalo z fotoaparatom.
9HDUADeA2xg,3,31,588702,unverified,41,Slovene,Pes se igra z žogo.
BiVJel79edY,223,240,588702,unverified,59,Slovene,Moški pleše in poje na strehi.
nV3Wv8iHp4U,0,38,649387,unverified,49,Portuguese,Um filhote de cachorro tenta descer de um sofá.
6t0BpjwYKco,15,31,588702,unverified,59,Slovene,Ženska z nožem naseklja čebulo.
omGWjiwxcTE,18,23,588702,unverified,74,Slovene,Boksar podere drugega boksarja na tla v ringu.
NaX51emUDn4,0,20,588702,unverified,209,Slovene,Mačka poskuša piti vodo iz posode.
ao-9B8IV9_E,87,95,588702,unverified,61,Slovene,Moškega napade gos in ga ugrizne v zadnjico.
gWRRHV7DLV0,21,31,588702,unverified,114,Slovene,Moški zlaga buče eno na drugo.
PHDmVhShE80,82,86,588702,unverified,514,Slovene,Ženska umeša surovo jajce v posodici.
e3XkmpNcSt4,8,19,588702,unverified,71,Slovene,Nekdo dela na osebnem računalniku.
2F9jX7u5nOg,114,130,588702,unverified,64,Slovene,Ženska prijaha na konju.
ACOmKiJDkA4,49,54,588702,unverified,38,Slovene,Ženska z nožem naseklja por.
xtbsD3PUua4,174,185,588702,unverified,59,Slovene,Nekdo z nožem prereže mango na pol.
AjZ-R3LFMzo,5,10,649387,unverified,58,Portuguese,Homem fazendo manobras radicais com uma moto.
nlU3crMsbWI,19,23,588702,unverified,56,Slovene,Nekdo riše na papir.
aC-KOYQsIvU,25,31,588702,unverified,105,Slovene,Moški meša tekočino ki se kuha v lončku.
fvBs0xpEZhQ,10,30,588702,unverified,60,Slovene,Moški se igra z žogico v pisarni.
504gE1DA_4g,1,6,588702,unverified,34,Slovene,Nekdo boža zajca.
bL_Kijz9IN4,0,15,260184,unverified,49,German,Jemand schneidet mit einem großen Messer Knoblauch.
6KS8R3RxrV8,0,23,588702,unverified,62,Slovene,Pes se naslanja na pult in gleda ljudi ki hodijo mimo.
gHzws6FpuNE,10,12,588702,unverified,46,Slovene,Moški se pripelje v avtomobilu.
n9bFBSSJ4Fk,32,39,588702,unverified,42,Slovene,Moški in ženska se dotakneta z rokami.
2YhDTpzxd3c,115,120,588702,unverified,50,Slovene,Moškemu pelje avto čez roke.
DAmOfcvfKZ0,22,32,588702,unverified,69,Slovene,Nekdo z nožem razreže korenje na kose.
pQYEZTwSVbQ,12,18,649387,unverified,52,Portuguese,Um homem fala com uma mulher.
yqvwrNm4eZ0,3,13,588702,unverified,36,Slovene,Punca igra na bobne.
fjDvKHkmxs0,72,87,588702,unverified,107,Slovene,Dva moška zlagata potovalke v prtljažnik avtomobila.
8MVo7fje_oE,125,130,588702,unverified,66,Slovene,Moški zapre plastično posodo z pokrovom.
lqeojs7S0qI,181,186,588702,unverified,45,Slovene,Ljudje se v čolnih peljejo po reki.
Zqmx-nXhLAg,0,10,588702,unverified,78,Slovene,Moški in ženska se igrata z opici podobno živaljo.
ao-9B8IV9_E,72,77,649387,unverified,30,Portuguese,Uma mulher anda de cavalo na praia.
qeKX-N1nKiM,52,59,588702,unverified,139,Slovene,Ženska z nožem zarezuje v morsko meso.
pUPKsHTDZTo,70,85,588702,unverified,90,Slovene,Delavca delata na visoki višini.
WqQonRVs7WA,0,10,588702,unverified,46,Slovene,Opici podobna žival visi s stola in je hrano.
2R_OAYQIkXM,14,22,588702,unverified,52,Slovene,Ženska vzame v naročje kenguruja.
zCf8NWJ8kzA,47,52,588702,unverified,34,Slovene,Nekdo s svinčnikom piše na papir.
CL49s8bO6Fg,1,11,588702,unverified,45,Slovene,Mlad mucek hodi po klopi.
nc0fVlaTYEs,34,44,588702,unverified,80,Slovene,Nekdo z rokami razreže papir na več kosov.
2mUMTFnQWaw,1,9,588702,unverified,41,Slovene,Ženska jaha na konju.
sBjr8UJOpsQ,181,195,588702,unverified,64,Slovene,Ženska pleše v naravi.
ItFqogTmAvQ,240,246,588702,unverified,34,Slovene,Moški in ženska se peljeta na motorju.
1qU-kF-km1Q,6,16,588702,unverified,50,Slovene,Moški drži v roki kužka in govori v kamero.
btxCxlO1Euc,1,20,588702,unverified,108,Slovene,Dve mački se prijateljsko tepeta.
X98fLZHIzWQ,15,20,510157,unverified,24,Chinese,貓抓著板子
v5CeGLEnVFE,0,8,588702,unverified,46,Slovene,Skupina opic sinhrono pleše na odru.
7OGizkf_JEo,191,194,588702,unverified,38,Slovene,Moški hodi po vrvi.
eroAmLZ85DI,28,35,588702,unverified,41,Slovene,Moški z nožem ošili svinčnik.
t1Oqko6IKBE,0,11,429648,unverified,41,Spanish,Un hombre danza en medio de una multitud
h0JvF9vpqx8,213,223,588702,unverified,98,Slovene,Ženska plava v skodelici čaja v katerega moški meče kocke sladkorja.
xxHx6s_DbUo,240,248,588702,unverified,55,Slovene,Moški brca in boksa viseče lončene posode polne vode.
JYNzY9jmsQQ,2,10,588702,unverified,56,Slovene,Pes z nosom brska po zemlji.
8yoUaH6wGLs,22,30,588702,unverified,118,Slovene,Motorist se zaleti v avto.
-wa0umYJVGg,23,41,649387,unverified,55,Portuguese,Mulher coloca pedaços de carne em uma panela.
rNSAmHPYHjA,60,73,510157,unverified,83,Chinese,用刀將肉切成丁
61OSscPtQWQ,1,6,588702,unverified,42,Slovene,Punca igra na kitaro.
PQbkdRbir0M,45,53,808996,unverified,58,Portuguese,Menina põe lima na misturadora
gvVsgOK1iJw,32,38,649387,unverified,41,Portuguese,Um homem está enterrado até o pescoço em areia.
kWLNZzuo3do,17,23,588702,unverified,36,Slovene,Ženska z nožem nareže por.
xBePrplM4OA,6,18,588702,unverified,59,Slovene,Ženska se plazi pod konjem in ta jo pokaka.
UXs3eq68ZjE,250,255,588702,unverified,34,Slovene,Moški strese riž v lonec.
SULWQEAErKw,13,26,588702,unverified,45,Slovene,Želva hodi po travi.
cLNrpO6wBk4,37,47,968828,unverified,30,German,Ein Mann spielt Gitarre.
IytNBm8WA1c,63,67,588702,unverified,91,Slovene,"Moški vrže mačko v strop, kjer se ta prime za tram."
ACOmKiJDkA4,130,144,588702,unverified,47,Slovene,Ženska popeče ribje meso v ponvi.
zhLcONtNkew,16,21,588702,unverified,61,Slovene,Moški najde vabilo na zabavo.
RvJH_POzxmc,10,25,332822,unverified,92,Indonesian,liveshow rainmaker dari yanni
ViM0JjUoqRw,10,20,588702,unverified,85,Slovene,Moški sestavlja spletno kamero.
h0JvF9vpqx8,36,42,588702,unverified,50,Slovene,Ženska pade in se vali nazaj.
tzd3AYTZq0U,0,6,588702,unverified,41,Slovene,Pes leži na postelji.
pfQPRXcihkI,160,184,588702,unverified,113,Slovene,Nekdo razreže krompir z velikim nožem.
GopEjCCu2jo,2,9,588702,unverified,56,Slovene,Majhen fantek dela grimase z obrazom.
-rkErLY0rRc,26,35,588702,unverified,41,Slovene,Ženska obrezuje okrasno grmovje.
JsD6uEZsIsU,45,58,588702,unverified,41,Slovene,Moški igra na akustično kitaro.
7HcYJKMxpcg,20,28,588702,unverified,49,Slovene,Lev se sprehaja po živalskem vrtu.
TO0X4DQZKqk,35,41,649387,unverified,32,Portuguese,Uma mulher bate em um homem com uma bolsa.
qzQzooI4BqU,5,15,588702,unverified,58,Slovene,Moški igra na flavto.
a1i6T160REQ,5,18,588702,unverified,40,Slovene,Moški hrani kenguruja.
6JnGBs88sL0,4,10,588702,unverified,102,Slovene,Helikopter pristaja na ploščadi.
Ud3Qy8m6OxQ,52,62,588702,unverified,45,Slovene,Fantek se vozi z triciklom.
H1Bok7Dg7g8,21,26,588702,unverified,43,Slovene,Animirana lutka se pogovarja po telefonu.
RMznbCn5sQs,0,10,588702,unverified,52,Slovene,Trop zeber teče po živalskem vrtu.
xCFCXzDUGjY,5,9,649387,unverified,46,Portuguese,Um homem cai de skate durante uma competição.
MTjrZthHwJQ,2,11,588702,unverified,42,Slovene,Dva psa plavata v bazenu.
SrDE9-cDz48,4,12,588702,unverified,52,Slovene,Rdeča panda se umiva na drevesu.
0vmoZEaN_-o,5,21,588702,unverified,36,Slovene,Mačka se igra z lubenico na tleh.
8SxALJoNNFI,10,21,588702,unverified,117,Slovene,Dvigovalec uteži poskuša dvigniti težko utež.
WlGESqqv0jg,77,82,588702,unverified,41,Slovene,Dva moška prikazujeta borilne veščine.
Kxa0mnDj0bs,15,20,588702,unverified,53,Slovene,Mačka napade majhnega fantka.
yREFkmrrYiw,51,57,588702,unverified,36,Slovene,Ženska lupi krompir.
KPPCwmU5OHQ,258,266,588702,unverified,52,Slovene,Moški polaga velike kose mesa v lonec z juho.
IiH6yl3j4gI,20,30,649387,unverified,63,Portuguese,Um homem está cantando e tocando violão.
